Estate	Negramaro	Una storia semplice (Deluxe Edition)
Dune Mosse	Zucchero, Miles Davis	ZU & Co.
Donne	Zucchero, The Randy Jackson Band	Zucchero & The Randy Jackson Band
Aguaplano	Paolo Conte	Aguaplano
Paso doble	Paolo Conte	Aguaplano
Love Is In The Air	John Paul Young	Classic Hits
Light My Fire	The Doors	The Doors
Hotel California - Spanish Mix	Gipsy Kings	The Essential Gipsy Kings
Un gelato al limon	Paolo Conte	Extraordinary
Bamboléo	Gipsy Kings	Gipsy Kings
Eppur mi son scordato di te	Formula 3	Gli Anni 70
Il mio canto libero	Formula 3	I successi di Lucio Battisti
Ciao amore, ciao	Luigi Tenco	Luigi Tenco - I Miti
Comunque Dada	Caparezza	Museica
China Town	Caparezza	Museica
Teste Di Modì	Caparezza	Museica
Argenti Vive	Caparezza	Museica
Avanti, bionda	Paolo Conte	Paolo Conte
Bello e impossibile	Gianna Nannini	Profumo
Wishful Sinful	The Doors	The Soft Parade
Cosi' Celeste	Zucchero	Spiritodivino (Italian Version)
Rawnald Gregory Erickson the Second	STRFKR	Starfucker
Bimba se sapessi	Sergio Caputo	Un Sabato Italiano
Total Eclipse of the Heart	Bonnie Tyler	The Very Best Of Bonnie Tyler
Everybody's Talkin' - From "Midnight Cowboy","Harry Nilsson	Aerial Ballett	1
Per Elisa	Alice	Alice
Twist in My Sobriety	Tanita Tikaram	Ancient Heart
Medianoche	Inti-Illimani, Various Artists	Antología III (1989-1998 [Ita])
Ever Fallen In Love	Nouvelle Vague	Bande à Part
Wicked Game - Remastered	Chris Isaak	Best Of Chris Isaak
Gimme Some (Pt. 1)	Jimmy "Bo" Horne	The Best Of The TK Years 1975 - 1985
Soul Bossa Nova	Quincy Jones	Big Band Bossa Nova
O Superman	Laurie Anderson	Big Science
C'est la ouate - Radio Edit Original Version 1987	Caroline Loeb	C'est la ouate
Notte In Bovisa	Calibro 35	Calibro 35
L'appuntamento	Calibro 35	Calibro 35
Rewind	Vasco Rossi	Canzoni Per Me (Remastered 2017)
Cherchez le garçon	Taxi Girl	Chercher Le Garçon
Waiting For A Train	Flash and the Pan	Collection
I treni di tozeur - Remastered	Franco Battiato, Alice	Collezione Italiana
Don't Leave Me This Way (with Sarah Jane Morris)	The Communards, Sarah Jane Morris	Communards
Going Back to My Roots	Richie Havens	Connections
Friday On My Mind	The Easybeats	Easy
Mi Ami?	CCCP – Fedeli Alla Linea	Enjoy CCCP (2008 Remastered Edition)
Eye In The Sky	The Alan Parsons Project	Eye In The Sky (Expanded Edition)
Don't Think Twice, It's All Right	Bob Dylan	The Freewheelin' Bob Dylan
The King of Rock 'N' Roll	Prefab Sprout	From Langley Park To Memphis
Vivere	Vasco Rossi	Gli Spari Sopra (Remastered 2017)
Gravità	Frah Quintale	Gravità
Heart Of Glass - Special Mix	Blondie	Greatest Hits
Green Onions	Booker T. & the M.G.'s	Green Onions
I Put A Spell On You	Nina Simone	I Put A Spell On You
Feeling Good	Nina Simone	I Put A Spell On You
Take This Waltz - Paris Version	Leonard Cohen	I'm Your Man
Gnè, Gnè	Giorgio Conte	Il Contestorie
Wuthering Heights	Kate Bush	The Kick Inside
I'll Stand by You	Pretenders, Bob Clearmountain	Last Of The Independents
Sentimiento Nuevo - Live In Roma 2016	Franco Battiato, Alice	Live In Roma
Mellow Yellow	Donovan	Mellow Yellow
Wake Up And Make Love With Me	Ian Dury	New Boots And Panties (Deluxe Edition)
Malos Tiempos para la Lírica	Golpes Bajos	No Mires a los Ojos de la Gente
Silvano	Enzo Jannacci	No, Tu No
Non ho l'età (Per amarti)	Gigliola Cinquetti	Non ho l'eta'
La topolino Amaranto	Paolo Conte	Paolo Conte
Mala Vida	Mano Negra	Patchanka
Go Your Own Way - 2004 Remaster	Fleetwood Mac	Rumours
Ogni volta	Vasco Rossi	Sarà migliore
Première Gymnopédie	Erik Satie, Alexandre Tharaud	Satie: Avant-dernières pensées (Bonus Track Version)
Crucify Your Mind	Rodríguez	Searching For Sugar Man
Dormi e sogna	Avion Travel	Selezione 1990-2000
Apache	The Shadows	The Shadows' Greatest Hits
Uncertain Smile	The The	Soul Mining
This Must Be the Place (Naive Melody) - 2005 Remaster	Talking Heads	Speaking in Tongues (Deluxe Version)
Ti Amo	Phoenix	Ti Amo
Tombé du ciel	Jacques Higelin	Tombé du ciel
Eyes In The Back Of Your Head	STRFKR	Vault Vol. 1
Goodbye Kiss	Kasabian	Velociraptor!
Samba Landó	Inti-Illimani	Viva Italia
Avec le temps	Léo Ferré	50 Plus Belles Chansons
All Star	Smash Mouth	Astro Lounge
Dreadlock Holiday	10cc	Bloody Tourists
A Case of You	Joni Mitchell	Blue
Pasa la Vida - Remasterizada	Pata Negra	Blues de la Frontera (Remasterizada)
One Of These Things First	Nick Drake	Bryter Layter
For What It's Worth	Buffalo Springfield	Buffalo Springfield
Johnny And Mary	Robert Palmer	Clues
Scooby Snacks	Fun Lovin' Criminals	Come Find Yourself
We Have All the Time in the World	Fun Lovin' Criminals	Come Find Yourself
Us And Them - 2011 Remastered Version	Pink Floyd	The Dark Side Of The Moon (2011 Remastered Version)
Brain Damage - 2011 Remastered Version	Pink Floyd	The Dark Side Of The Moon (2011 Remastered Version)
People Have the Power	Patti Smith	Dream Of Life
Baby, I Love You	Ramones	End of the Century (Expanded 2005 Remaster)
The Rubberband Man - Version; Remastered	The Spinners	Essentials
Fiume Sand Creek	Fabrizio De André	Fabrizio De André Opere Complete
Un Altro Giorno É Andato - Live From Italy/2007 / Digital Remaster	Francesco Guccini	Fra La Via Emilia E Il West - Live
That Look You Give That Guy	Eels	Hombre Lobo
Da Funk	Daft Punk	Homework
Il est cinq heures, Paris s'éveille	Jacques Dutronc	Il est cinq heures
Jubel - Original Mix	Klingande	Jubel
Luci a San Siro	Roberto Vecchioni	L'uomo che si gioca il cielo a dadi
Golden Brown	The Stranglers	La Folie
The Circle Game	Joni Mitchell	Ladies Of The Canyon
Another Sunny Day	Belle & Sebastian	The Life Pursuit
Hmm Hmm Hmm	Serge Gainsbourg	Love On The Beat
Cry Me A River	Julie London	The Magic Of
I Need Some Sleep	Eels	Meet The EELS: Essential EELS 1996-2006 Vol. 1
Ti Sento	Matia Bazar	Melanchólia
Amor mio - 2001 Remastered Version	Mina	Mina
Yamore	Salif Keita, Cesaria Evora	Moffou
Serenade In G Major: Eine Kleine Nachtmusik, K. 525: I. Allegro	Wolfgang Amadeus Mozart, The English Concert, Andrew Manze	Mozart: Night Music
50mila	Nina Zilli, Giuliano Palma	Nina Zilli
Time to Pretend	MGMT	Oracular Spectacular
A Huge Evergrowing Pulsating Brain That Rules From The Centre Of The Ultraworld - Orbital Dance Mix	The Orb	The Orb - History Of The Future (Deluxe Edition)
Life Is A Minestrone	10cc	The Original Soundtrack
Give Peace A Chance	The Plastic Ono Band	Power To The People - The Hits
The Magnificent Seven - Remastered	The Clash	Sandinista! (Remastered)
A Short Love Story	Somewhere Anywhere, Claude Eman	A Short Love Story
I'm A Believer	Smash Mouth	Smash Mouth (International Version)
Sogna, Ragazzo, Sogna	Roberto Vecchioni	Sogna Ragazzo Sogna
Nothing'severgonnastandinmyway (Again)	Wilco	Summerteeth
ELT	Wilco	Summerteeth
Summer Teeth	Wilco	Summerteeth
You Don’t Get Me High Anymore	Phantogram	Three
Dans la Merco Benz - Radio Edit	Benjamin Biolay	Trash yéyé
Turn! Turn! Turn! (To Everything There Is a Season)	The Byrds	Turn! Turn! Turn!
Quando	Pino Daniele	Tutto Daniele
Un gelato al limon	Paolo Conte	Un Gelato Al Limon
Un homme et une femme - Instrumental	Francis Lai	Un homme et une femme (Original Motion Picture Soundtrack)
Samarcanda - 1997 Digital Remaster	Roberto Vecchioni	Vecchioni Studio Collection
Don't Dream It's Over	Crowded House	The Very Very Best Of Crowded House
Frederick	Patti Smith	Wave
Intro	The xx	xx
3e sexe	Indochine	3
Never Let Me Go (07-22-1954)	Johnny Ace	1951-1954
Curami	CCCP – Fedeli Alla Linea	Affinità - Divergenze Fra Il Compagno Togliatti E Noi Del Conseguimento Della Maggiore Età (2008 Remastered Edition)
Alive	Empire of the Sun	Alive
Paris	Après La Classe	Apres la Classe
Ricominciamo	Après La Classe	Apres la Classe
Goldberg Variations, BWV 988: Aria - Remastered	Johann Sebastian Bach, Glenn Gould	Bach: The Goldberg Variations, BWV 988 (1981 Gould Remaster)
Caroline Says, Pt. I	Lou Reed	Berlin: Live at St. Ann's Warehouse
Caroline Says, Pt. II	Lou Reed	Berlin: Live at St. Ann's Warehouse
Song 2 - 2012 Remaster	Blur	Blur [Special Edition]
Into My Arms - 2011 Remastered Version	Nick Cave & The Bad Seeds	The Boatman's Call (2011 Remastered Version)
The Chant	Artie Shaw	Bottle Rocket Short Film Soundtrack
Chan Chan	Buena Vista Social Club	Buena Vista Social Club
Spanish Stroll	Mink DeVille	Cabretta
These Days	Nico	Chelsea Girl
Ballade No. 4 in F Minor, Op. 52	Frédéric Chopin, Arthur Rubinstein	Chopin Piano Works
Unchained Melody	The Fleetwoods	Come Softly To Me: The Very Best Of The Fleetwoods
From Disco To Disco	Whirlpool Productions	Dense Music
Disco 2000	Pulp	Different Class / Deluxe Edition
Act II: Una furtiva lagrima ... Un solo instante	Gaetano Donizetti, Enrico Caruso	Enrico Caruso - The Complete Victor Recordings
Son Of A Gun	The Vaselines	Enter The Vaselines (Deluxe Edition)
Faith - Remastered	George Michael	Faith
Love My Way	The Psychedelic Furs	Forever Now
Only Happy When It Rains	Garbage	Garbage
Rhapsody In Blue - Live	George Gershwin, Leonard Bernstein, Los Angeles Philharmonic	Gershwin: Rhapsody In Blue; Prelude For Piano No. 2 / Bernstein: Symphonic Dances From "West Side Story","1
The Girl From Ipanema - Single Version	Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim	Getz/Gilberto (Expanded Edition)
I'm Getting Sentimental Over You	Tommy Dorsey	Golden Greats - In the Frame: Tommy Dorsey
Hurdy Gurdy Man	Donovan	The Hurdy Gurdy Man
Would You...?	Touch & Go	I Find You Very Attractive
Life's A Beach	Touch & Go	I Find You Very Attractive
Mi piaccion le sbarbine	Skiantos	Kinotto
Floater (Too Much to Ask)	Bob Dylan	Love And Theft
Who	David Byrne, St. Vincent	Love This Giant
Carina - 2004 Remaster	Nicola Arigliano	Made In Italy
Ancora Tu - Original Mix	Róisín Murphy	Mi Senti
Sfiorivano le viole	Rino Gaetano	Mio Fratello E' Figlio Unico
Mozart: Don Giovanni, K. 527, Act 1: Sinfonia	Wolfgang Amadeus Mozart, Carlo Maria Giulini, Philharmonia Orchestra	Mozart : Don Giovanni
Le nozze di Figaro, K.492: Overture	Wolfgang Amadeus Mozart, Wiener Philharmoniker, Herbert von Karajan	Mozart: Le Nozze di Figaro
Piano Sonata No.12 In F, K.332: 2. Adagio	Wolfgang Amadeus Mozart, Maria João Pires	Mozart: Piano Sonatas K.309, K.332 & K.570
Verdi: La traviata, Act 1: "Sempre libera" (Violetta, Alfredo)	Giuseppe Verdi, Maria Callas, Gabriele Santini, Orchestra Sinfonica della RAI	The New Sound of Maria Callas
Night and Day	Everything But The Girl	Night and Day
Le sud	Nino Ferrer	Nino Kids
Oh, Pretty Woman	Roy Orbison	Oh, Pretty Woman
Kids	MGMT	Oracular Spectacular
Isobel	Björk	Post
Just Like Honey	The Jesus and Mary Chain	Psychocandy
More Than This	Roxy Music	Roxy Music Collection
Piano sonata in A Major, D. 959: II. Andantino	Franz Schubert, Paul Lewis	Schubert: The Late Piano Sonatas
Winterreise D.911: Erste Abteilung: Der Lindenbaum	Franz Schubert, Werner Güra, Christoph Berner	Schubert: Winterreise D.911
Noi Non Ci Saremo - Remastered 2007	Francesco Guccini	Se Io Avessi Previsto Tutto Questo... La Strada, Gli Amici, Le Canzoni
Lontano Lontano	Francesco Guccini	Se Io Avessi Previsto Tutto Questo... La Strada, Gli Amici, Le Canzoni
Don't Let Me Be Misunderstood	The Animals	The Singles Plus
Bella Ciao	Chumbawamba	A Singsong and a Scrap
Body And Soul	Benny Goodman Trio, Benny Goodman	Small Groups: 1941-1945
Good Vibrations	Brian Wilson	Smile
So Long, Marianne	Leonard Cohen	Songs Of Leonard Cohen
Stop	Sam Brown, Pete Brown	Stop!
Città vuota (It's a lonely town)	Mina	Studio Uno
One Week	Barenaked Ladies	Stunt
Toda Joia Toda Beleza - Remastered	Roy Paci & Aretuska, Manu Chao	Suonoglobal
Piano Concerto No. 1 in B-Flat Minor, Op. 23, TH 55: 1. Allegro non troppo e molto maestoso - Allegro con spirito - Live	Pyotr Ilyich Tchaikovsky, Martha Argerich, Berliner Philharmoniker, Claudio Abbado	Tchaikovsky: Piano Concerto No.1; The Nutcracker Suite
If I Ever Feel Better	Phoenix	United
Pale Blue Eyes	The Velvet Underground	The Velvet Underground
After Hours	The Velvet Underground	The Velvet Underground
Femme Fatale	The Velvet Underground, Nico	The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition)
I'll Be Your Mirror	The Velvet Underground, Nico	The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition)
Verdi: Aida, Act 1: "Se quel guerrier io fossi!" (Radamès)	Giuseppe Verdi, Riccardo Muti, New Philharmonia Orchestra	Verdi: Aida
La traviata: Act I: Un di, felice, eterea (Alfredo, Violetta)	Giuseppe Verdi, Maria Callas, Cristina Trevi, Edna Pattoni, Giuseppe Di Stefano, Piero Campolonghi, Francesco Tortolero, Gilberto Cerda, Ignacio Ruffino, Francisco Alonso, Palacio de Bellas Artes Chorus, Palacio de Bellas Artes Orchestra, Humberto Mugnai	Verdi: La traviata
Andrea Chenier (1986 - Remaster): La mamma morta	Umberto Giordano, Maria Callas, Tullio Serafin, Philharmonia Orchestra	The Very Best of Maria Callas
De Do Do Do, De Da Da Da	The Police	The Very Best Of Sting And The Police
Alturas	Inti-Illimani	Viva Italia
Tannhäuser, WWV 70: Overture	Richard Wagner, Wiener Philharmoniker, Herbert von Karajan	Wagner: Tannhäuser Overture; Siegfried-Idyll; Tristan und Isolde
Demasiado Corazon (Too Much Heart)	Mink DeVille	Where Angels Fear To Tread
Friday I'm In Love	The Cure	Wish
1901	Phoenix	Wolfgang Amadeus Phoenix
My Daddy (Flies a Ship in the Sky)	Woody Guthrie	Woody At 100: The Woody Guthrie Centennial Collection
Young Americans - 2007 Remaster	David Bowie	Young Americans
Lookin' for a Love - 2016 Remaster	Neil Young, Crazy Horse	Zuma
Through My Sails - 2016 Remaster	Neil Young, Crazy Horse	Zuma
Starálfur	Sigur Rós	Ágætis Byrjun
Down	Marian Hill	ACT ONE
Aqualung	Jethro Tull	Aqualung (Special Edition)
Wond'ring Aloud	Jethro Tull	Aqualung (Special Edition)
J'ai fréquenté la beauté	Jean-Louis Murat	Babel
Girl, You'll Be A Woman Soon	Neil Diamond	The Bang Years 1966-1968 (The 23 Original Mono Recordings)
Me So' Mbriacato	Mannarino	Bar Della Rabbia
Brand New Key	Melanie	Beautiful People: The Greatest Hits of Melanie
Massenet: Thaïs: Méditation	Jules Massenet, Anne-Sophie Mutter, Herbert von Karajan, Berliner Philharmoniker	Best of Anne-Sophie Mutter
A Whiter Shade Of Pale	Procol Harum	The Big Chill 15th Anniversary
Money For Nothing	Dire Straits	Brothers In Arms (Remastered)
Walk Of Life	Dire Straits	Brothers In Arms (Remastered)
Se io fossi un angelo - Live	Lucio Dalla	Dallamericaruso
Futura - Live	Lucio Dalla	Dallamericaruso
Brazil	Django Reinhardt	Django Reinhardt: Legendary Recordings
(Sittin' On) the Dock of the Bay - Mono	Otis Redding	The Dock of the Bay (Mono)
Take It Easy - 2013 Remaster	Eagles	Eagles (2013 Remaster)
Je ne veux pas travailler	Sole Gimenez	El cielo de Paris
Per qualche dollaro in più	Ennio Morricone	Ennio Morricone Gold Edition - 50 Movie Themes Hits
Where Have All The Flowers Gone	Marlene Dietrich	The Essential Marlene Dietrich
Battez-vous	Brigitte	Et vous, tu m'aimes ?
Reflections Of My Life - Original recording	Marmalade	Fine Cuts - The Best Of Marmalade (Original Recordings)
Wake Up	Arcade Fire	Funeral
Europa (Earth's Cry, Heaven's Smile)	Gato Barbieri	Gato Barbieri: Finest Hour
Désolé pour hier soir	Tryo	Grain De Sable
Hotel California - 2013 Remaster	Eagles	Hotel California (2013 Remaster)
Altrove	Morgan	I grandi successi
Losing My Religion	R.E.M.	In Time: The Best Of R.E.M. 1988-2003
Eminence Front	The Who	It's Hard (Remastered)
Maybe	Janis Joplin	Janis Joplin: The Woodstock Experience
L'aventurier	Indochine	L'aventurier
Trois nuits par semaine	Indochine	Le Birthday album
The Guns of Brixton - Remastered	The Clash	London Calling (Remastered)
Anidride solforosa	Lucio Dalla	Lucio Dalla
Tiny Dancer	Elton John	Madman Across The Water
Contre l'amour	Jean-Louis Murat, Isabelle Huppert	Mme Deshoulieres
Love Hurts - Single Edit	Nazareth	The Naz Box
Time In a Bottle	Jim Croce	The Original Albums...Plus
Free Bird	Lynyrd Skynyrd	(Pronounced 'Leh-'Nérd 'Skin-'Nérd) [Expanded Edition]
Personality Crisis	New York Dolls	Rock 'N Roll
Schubert : Auf dem Wasser zu singen D774	Franz Schubert, Barbara Bonney	Schubert : Lieder
Farewell	Francesco Guccini	Se Io Avessi Previsto Tutto Questo... La Strada, Gli Amici, Le Canzoni
Paint It Black	The Rolling Stones	Singles 1965-1967
Enjoy the Silence	Depeche Mode	The Singles 86-98
Space Oddity - 1999 Remaster	David Bowie	Space Oddity (1999 Remaster)
Impressioni di settembre	Premiata Forneria Marconi	Storia Di Un Minuto
È festa	Premiata Forneria Marconi	Storia Di Un Minuto
La carrozza di Hans	Premiata Forneria Marconi	Storia Di Un Minuto
Le tourbillon	Jeanne Moreau	Succès Et Confidences
It's Too Late	Carole King	Tapestry
Tom's Diner	Suzanne Vega, DNA	Total Hits Vol. 2
Una storia disonesta	Stefano Rosso	Una Storia Disonesta
Too Young	Phoenix	United
Won't Get Fooled Again - Remix	The Who	Who's Next (Remastered)
Wish You Were Here - 2011 Remastered Version	Pink Floyd	Wish You Were Here (2011 Remastered Version)
Come	Jain	Zanaka (Deluxe)
Non Voglio Ritrovare Il Tuo Nome	Afterhours	Folfiri o Folfox
Trinity: titoli	Annibale E I Cantori Moderni	Lo chiamavano Trinità (Original Soundtrack)
The House of the Rising Sun	The Animals	Most Of The Animals
En Bleu Marine	Paolo Conte	Amazing Game - Instrumental Music
La porte bonheur	Oxmo Puccino, Ibrahim Maalouf	Au pays d'Alice...
She Smiled Sweetly	The Rolling Stones	Between The Buttons (Remastered)
These Boots Are Made For Walkin'	Nancy Sinatra	Boots
Dream A Little Dream Of Me - Album Version With Introduction	The Mamas & The Papas	California Dreamin' - The Best of The Mamas & The Papas
Completamente	Thegiornalisti	Completamente Sold Out
Chanson sur ma drôle de vie	Véronique Sanson	De l'autre côté de mon rêve
Nel letto di Lucia	Rino Gaetano	...e cantava le canzoni
Dedicated To The One I Love	The Mamas & The Papas	A Gathering Of Flowers: The Anthology Of The Mamas & The Papas
Angie - Remastered 2009	The Rolling Stones	Goats Head Soup (Remastered 2009)
Monday, Monday - Single Version	The Mamas & The Papas	If You Can Believe Your Eyes And Ears
California Dreamin'	The Mamas & The Papas	If You Can Believe Your Eyes And Ears
Reality	Vladimir Cosma, Richard Sanderson	La boum (Bande originale du film de Claude Pinoteau)
Where Do You Go To (My Lovely) [Re-Recorded]	Peter Sarstedt	The Lost Album
Madeleine	Paolo Conte	Paris Milonga
Boogie	Paolo Conte	Paris Milonga
Parigi	Paolo Conte	Paris Milonga
Alone	Selah Sue	Reason
Wild Horses	The Rolling Stones	The Rolling Stones Singles Box Set (1971-2006) [Sampler]
Cigarettes And Coffee	Scialpi	Scialpi
This World	Selah Sue	Selah Sue
Tout le bonheur du monde - Live	Sinsémilia	Sinsemilia "The Reggae Addicts' Live","1
Wigwam	Totta Näslund	Totta's Basement Tapes: Down In The Flood - 11 Songs By Bob Dylan
Girls Just Wanna Have Fun	Cyndi Lauper	80s 100 Hits
Aline	Christophe	Aline
One Way Or Another	Blondie	Atomic/Atomix
Vita Sociale	Canova	Avete ragione tutti
Expo	Canova	Avete ragione tutti
Manzarek	Canova	Avete ragione tutti
Portovenere	Canova	Avete ragione tutti
Beautiful Soul	Jesse McCartney	Beautiful Soul
Django's Tiger	Django Reinhardt	The Best Of Django Reinhardt
Born This Way	Lady Gaga	Born This Way (International Special Edition Version)
Canadian Sunset	Gene Ammons	Boss Tenor (Rudy Van Gelder Remaster)
Il pugile	Brunori Sas	Brunori Sas, Vol. 1
Italian Dandy	Brunori Sas	Brunori Sas, Vol. 1
Canzone	Lucio Dalla	Canzoni
La verità	Brunori Sas	A casa tutto bene
Comment te dire adieu - It Hurts to Say Goodbye	Françoise Hardy	Comment te dire adieu ?
Questi posti davanti al mare	Ivano Fossati	Contemporaneo
Stand by Me	Ben E. King	Don't Play That Song (Mono)
Non, je ne regrette rien	Édith Piaf	Edith Piaf - The Best Of
September	Earth, Wind & Fire	The Eternal Dance
Quello che le donne non dicono	Fiorella Mannoia	Fiorella Mannoia - I Miti
Amarsi male	Lo Stato Sociale	Garrincha Mixtape vol. 5 – Gran volata
I Got A Name - Stereo Version	Jim Croce	Greatest
Boogie Wonderland	Earth, Wind & Fire, The Emotions	I Am
I Don't Want to Miss a Thing - From the Touchstone film, "Armageddon","Aerosmith	I Don't Want To Miss A Thing	1
Respect	Aretha Franklin	I Never Loved a Man the Way I Love You
Kurt Cobain	Brunori Sas	Il Cammino di Santiago in taxi, Vol. 3
Il Ragazzo Della Via Gluck - Remastered	Adriano Celentano	Il Ragazzo Della Via Gluck (2012 Remaster)
Una storia sbagliata	Fabrizio De André	In Direzione Ostinata e Contraria
La fleur aux dents	Joe Dassin	Joe Dassin Éternel...
Gas Gas	Goran Bregović	Karmen (With A Happy End)
Le Premier jour du reste de ta vie - Remasterisé en 2015	Étienne Daho	L'homme qui marche - Best of Etienne Daho
Douliou-douliou Saint-Tropez - From "Le Gendarme de Saint-Tropez","Geneviève Grad, Raymond Lefèvre	L'intégrale des Gendarmes (Bande originale des films)	1
Fais-moi mal Johnny	Boris Vian, Magali Noël	Le déserteur
This Time Tomorrow - Stereo;2014 Remastered Version	The Kinks	Lola vs. Powerman and the Moneygoround, Pt. One + Percy
Chissà se lo sai	Lucio Dalla	Lucio Dalla
Lust For Life	Iggy Pop	Lust For Life
Rhapsody in Blue	Gary Graffman	Manhattan: Original Motion Picture Soundtrack
Narcotic - Long Version	Liquido	Narcotic
Nessuno mi può giudicare	Caterina Caselli	Nessuno Mi Puo' Giudicare
Amore con riserva	Brunori Sas	O.S.T. E' nata una star?
Take Five	Dave Brubeck	On Time
La mer	Charles Trenet	Platinum
L'assenzio ( the Power of Nothing)	Bluvertigo	Pop Tools (Alcune Fasi e Forme d'Onda)
Le ciel dans une chambre	Carla Bruni	Quelqu'un M'a Dit
Best of My Love	The Emotions	Rejoice
Rocket Man (I Think It's Going To Be A Long Long Time)	Elton John	Rocket Man (Deluxe Edition)
Act II: Barcarolle: Belle nuit	Jacques Offenbach, Anton Guadagno	Romantic Caballé
Di sole e d'azzurro	Giorgia	Spirito Libero
This Is What You Came For	Calvin Harris, Rihanna	This Is What You Came For
Salirò	Daniele Silvestri	Unò-Dué
Somethin' Stupid	Frank Sinatra, Nancy Sinatra	The World We Knew
Canto a la rebelión	Ska-P	99%
Max	Paolo Conte	Aguaplano
Colpa d'Alfredo	Vasco Rossi	Colpa D' Alfredo
A mano a mano - Live	Rino Gaetano	E Cantavo Le Canzoni
Onda su onda	Paolo Conte	Extraordinary
Dancing	Paolo Conte	Extraordinary
Tua cugina prima - Tutti a Venezia	Paolo Conte	Extraordinary
Le Chic et le charme	Paolo Conte	Extraordinary
Less is Moi	Stuart Duncan, Chris Thile, Edgar Meyer, Yo-Yo Ma	The Goat Rodeo Sessions
Lontano dagli occhi	Sergio Endrigo	I Grandi Successi: Sergio Endrigo
Comprami	Viola Valentino	Le più belle canzoni di Viola Valentino
Gli impermeabili	Paolo Conte	Paolo Conte
Come mi vuoi?	Paolo Conte	Paolo Conte
Julep	Punch Brothers	The Phosphorescent Blues
Cruisin	Sioen	See You Naked
Girl, You'll Be a Woman Soon	Urge Overkill	Stull
All The Things She Said - Original Album Version (Edited)	t.A.T.u.	t.A.T.u. - The Best
Ya Rayah	Rachid Taha	Tekitoi?
Dragostea Din Tei - Original Romanian Version	O-Zone	Time 25th Anniversary
Senza Un Perché	Nada	Tutto L'amore Che Mi Manca
Fuga all'inglese	Paolo Conte	Wonderful
Sogno di liberta	Mikis Theodorakis, Milva	1925 – 2015: 90 Years Mikis Theodorakis
Charlie fa surf	Baustelle	Amen
Luglio, agosto, settembre (nero)	Area	Arbeit Macht Frei
Questo nostro grande amore	I Cani	Aurora
Suspicious Minds	Elvis Presley	Back In Memphis
Mackie Messer - Moritat	Domenico Modugno	Best of Domenico Modugno
Can't Help Falling in Love	Elvis Presley	Blue Hawaii
Oggi Sono Io	Mina	The Collection 3.0
Gioia e rivoluzione	Area	Crac!
Un giorno credi	Edoardo Bennato	Edoardo Bennato
Sono solo canzonette	Edoardo Bennato	Edoardo Bennato
Il gatto e la volpe	Edoardo Bennato	Edoardo Bennato
È stata tua la colpa	Edoardo Bennato	Edoardo Bennato
Ancora	Eduardo De Crescenzo	Eduardo De Crescenzo - All The Best
A Little Less Conversation - JXL Radio Edit Remix	Elvis Presley, JXL	Elvis 75 - Good Rockin' Tonight
Preghiera in Gennaio	Fabrizio De André	Fabrizio De André Opere Complete
Spiritual	Fabrizio De André	Fabrizio De André Opere Complete
Tre madri	Fabrizio De André	Fabrizio De André Opere Complete
Canzone dell'amore perduto	Fabrizio De André	Fabrizio De André Opere Complete
Eskimo - Live From Italy/2007 / Digital Remaster	Francesco Guccini	Fra La Via Emilia E Il West - Live
Il cielo in una stanza	Gino Paoli	Gino Paoli
Mack the Knife	Louis Armstrong	I Like Jazz: The Essence Of Louis Armstrong
Hipsteria	I Cani	Il Sorprendente Album D'Esordio De I Cani
Perdona E Dimentica	I Cani	Il Sorprendente Album D'Esordio De I Cani
Wes Anderson	I Cani	Il Sorprendente Album D'Esordio De I Cani
Bang Bang	Dalida	L'Intégrale Des Enregistrements Orlando
City Of Stars / May Finally Come True	Justin Hurwitz, Ryan Gosling, Emma Stone	La La Land (Original Motion Picture Score)
Centro Di Gravità Permanente - Remastered	Franco Battiato	La Voce Del Padrone (2008 Remastered Edition)
Milano	Calcutta 	Mainstream (Deluxe Edition)
Frosinone	Calcutta 	Mainstream (Deluxe Edition)
O cielo ce manna 'sti ccose	MiNa	Napoli secondo estratto
Natural Blues - Coyu Remix	Moby, Coyu	Natural Blues (Coyu Remix)
Eskimo - Remaster 1996	Francesco Guccini	The Platinum Collection
Natural Blues	Moby	Play & Play: B Sides
Che vuole questa musica stasera	Armando Trovajoli	Profumo di donna
Salviamo Il Salvabile	Edoardo Bennato	Salviamo il salvabile
Culodritto - Remastered 2007	Francesco Guccini	Signora Bovary
Ookpik Waltz	Chris Thile, Michael Daves	Sleep With One Eye Open
Canzone Delle Osterie Di Fuori Porta - Remastered 2007	Francesco Guccini	Stanze Di Vita Quotidiana
Canzone Della Triste Rinuncia - 2007 Digital Remaster	Francesco Guccini	Stanze Di Vita Quotidiana
Canzone Delle Ragazze Che Se Ne Vanno - 2007 Digital Remaster	Francesco Guccini	Stanze Di Vita Quotidiana
Canzone Delle Situazioni Differenti - 2007 Digital Remaster	Francesco Guccini	Stanze Di Vita Quotidiana
Zorba the Greek: Zorba's Dance	Mikis Theodorakis	Zorba the Greek (Remastered)
Trois nuits par semaine	Indochine	3
Se telefonando	Mina	4 anni di successi
Take A Chance On Me	ABBA	The Album
